13	23
13	31
13	32
13	33
13	34
13	35
13	36
13	37
13	38
13	39
13	40
13	41
13	42
13	43
13	44
13	45
13	46
13	47
13	48
13	49
13	50
13	51
13	52
13	53
13	54
13	55
13	56
13	57
13	58
13	59
13	60
3	169
3	171
3	172
3	173
3	174
3	175
3	176
3	177
3	178
3	179
3	180
3	181
3	182
3	183
3	184
3	185
3	186
3	187
3	188
3	189
3	190
3	191
3	192
3	193
3	194
3	195
3	196
3	197
3	198
3	199
3	200
10	203
10	208
10	213
10	214
10	215
10	216
10	217
10	218
10	219
10	220
10	221
10	222
10	223
10	224
10	225
10	226
10	227
10	228
10	229
28	231
28	253
28	255
28	256
28	257
28	258
28	259
28	260
25	283
25	299
25	300
8	309
8	310
8	311
8	312
8	313
8	314
8	315
8	316
8	317
8	318
8	319
8	320
8	321
8	322
8	323
8	324
8	325
8	326
8	327
8	328
8	329
8	330
7	332
7	335
7	336
7	337
7	338
7	339
7	340
7	341
7	342
7	343
7	344
7	345
7	346
7	347
7	348
7	349
7	350
6	441
6	442
6	443
6	444
6	445
6	446
6	447
6	448
6	449
6	451
6	452
6	453
6	454
6	455
6	456
6	457
6	458
6	459
6	460
6	462
6	463
6	464
6	465
6	466
6	468
6	469
6	472
6	480
6	481
6	482
6	483
6	484
6	485
6	486
6	487
6	488
6	489
6	490
6	491
6	492
6	493
6	494
6	495
6	496
6	497
6	498
6	499
6	511
6	512
6	513
6	514
6	515
6	516
6	517
6	518
6	519
6	525
6	526
6	527
6	528
6	529
22	604
22	605
22	606
22	607
22	608
22	609
22	610
22	611
22	612
22	613
22	614
22	615
22	616
22	617
22	618
22	619
22	620
22	621
22	622
22	623
22	624
22	625
22	626
22	627
22	628
22	629
22	630
22	631
22	632
22	633
22	634
22	635
22	636
22	637
22	638
22	639
22	640
22	641
22	642
22	643
22	644
22	645
22	646
22	647
22	648
22	649
22	650
22	651
22	652
22	653
22	654
22	655
22	656
22	657
22	658
22	659
22	660
22	661
22	662
22	663
22	664
22	665
22	666
22	667
22	668
22	669
22	670
22	671
22	672
22	673
22	674
22	675
22	676
22	677
22	678
22	679
22	680
22	681
22	682
22	683
22	684
22	685
22	686
22	687
22	688
22	689
22	690
22	691
22	692
22	693
22	694
22	695
22	696
22	697
22	698
22	699
22	700
22	701
22	702
22	703
22	704
22	705
22	706
22	707
22	708
22	709
22	710
14	727
14	728
14	730
14	731
14	732
14	733
14	734
14	735
14	736
14	737
14	738
14	739
14	740
14	741
14	742
14	743
14	744
14	745
14	746
14	747
14	748
14	749
14	750
9	794
9	795
9	796
9	797
9	798
9	799
9	800
26	819
26	820
26	821
26	822
26	823
26	824
26	825
26	826
26	827
26	828
26	829
26	830
15	850
15	851
15	852
15	853
15	854
15	855
15	856
15	857
15	858
15	859
15	860
15	861
15	862
15	863
15	864
15	865
15	866
15	867
15	868
15	869
15	870
15	871
15	872
15	873
15	874
15	875
15	876
15	877
15	878
15	879
15	880
15	881
15	882
15	883
15	884
15	885
15	886
15	887
15	888
15	889
15	890
15	891
15	892
15	893
15	894
15	895
15	896
15	897
15	898
15	899
15	900
17	981
17	982
17	983
17	984
17	985
17	986
17	987
17	988
17	989
17	990
17	991
17	992
17	993
17	994
17	995
17	996
17	997
17	998
17	999
17	1000
17	1001
17	1002
17	1003
17	1004
17	1005
17	1006
17	1007
17	1008
17	1009
17	1010
17	1011
17	1012
17	1013
17	1014
17	1015
17	1016
17	1017
17	1018
17	1019
17	1020
17	1021
17	1022
17	1023
17	1024
17	1025
17	1026
17	1027
17	1028
17	1029
17	1030
17	1031
17	1032
17	1033
17	1034
17	1035
17	1036
17	1037
17	1038
17	1039
17	1040
17	1046
17	1047
17	1048
17	1049
17	1050
27	1086
27	1087
27	1088
27	1089
27	1090
27	1091
27	1092
27	1093
27	1094
27	1095
27	1096
27	1097
27	1098
27	1099
27	1100
29	1172
29	1173
29	1174
29	1175
29	1176
29	1177
29	1178
29	1179
29	1180
29	1181
29	1182
29	1183
29	1184
29	1185
29	1186
29	1187
29	1188
29	1189
29	1190
29	1191
29	1192
29	1193
29	1194
29	1195
29	1196
29	1197
29	1198
29	1199
29	1200
1	1252
1	1253
1	1254
1	1255
1	1256
1	1257
1	1258
1	1259
1	1260
1	1261
1	1262
1	1263
1	1264
1	1265
1	1266
1	1267
1	1268
1	1269
1	1270
1	1271
1	1272
1	1273
1	1274
1	1275
1	1276
1	1277
1	1278
1	1279
1	1280
1	1281
1	1282
1	1283
1	1284
1	1285
1	1286
1	1287
1	1288
1	1289
1	1290
1	1291
1	1292
1	1293
1	1294
1	1295
1	1296
1	1297
1	1298
1	1299
1	1300
1	1301
1	1302
1	1303
1	1304
1	1305
1	1306
1	1307
1	1308
1	1309
1	1310
1	1311
1	1312
1	1313
1	1314
1	1315
1	1316
1	1317
1	1318
1	1319
1	1320
1	1321
1	1322
1	1323
1	1324
1	1325
1	1326
1	1327
1	1328
1	1329
1	1330
1	1331
1	1332
1	1333
1	1334
1	1335
1	1336
1	1337
1	1338
1	1339
1	1340
1	1341
1	1342
1	1343
1	1344
1	1345
1	1346
1	1347
1	1348
1	1349
1	1350
1	1351
1	1352
1	1353
1	1354
1	1355
1	1356
1	1357
1	1358
1	1359
1	1360
1	1361
1	1362
1	1363
1	1364
1	1365
1	1366
1	1367
1	1368
1	1369
1	1370
1	1371
1	1372
1	1373
1	1374
1	1375
1	1376
1	1377
1	1378
1	1379
1	1380
1	1381
1	1382
1	1383
1	1384
1	1385
1	1386
1	1387
1	1388
1	1389
1	1390
1	1392
1	1393
1	1394
1	1395
1	1396
1	1397
1	1398
1	1400
1	1401
1	1402
1	1403
1	1404
1	1405
1	1406
1	1407
1	1408
1	1409
1	1410
1	1411
1	1412
1	1413
1	1414
1	1415
1	1416
1	1417
1	1418
1	1419
1	1420
1	1421
1	1422
1	1423
1	1424
1	1425
1	1426
1	1427
1	1428
1	1429
1	1430
31	1431
31	1432
31	1433
31	1434
31	1435
31	1436
31	1437
31	1438
31	1439
31	1440
31	1441
31	1442
31	1443
31	1444
31	1445
31	1446
31	1447
31	1448
31	1449
31	1450
31	1451
31	1452
31	1453
31	1454
31	1455
31	1456
31	1457
31	1458
31	1459
31	1460
31	1461
31	1462
31	1463
31	1464
31	1465
31	1466
31	1467
31	1468
31	1469
31	1470
31	1471
31	1472
31	1473
31	1474
31	1475
31	1476
31	1477
31	1478
31	1479
31	1480
31	1481
31	1482
31	1483
31	1484
31	1485
31	1486
31	1487
31	1488
31	1489
31	1490
31	1491
31	1492
31	1493
31	1494
31	1495
31	1496
31	1497
31	1498
31	1499
31	1500
31	1501
31	1502
31	1503
31	1504
31	1505
31	1506
31	1507
31	1508
31	1509
31	1510
31	1511
31	1512
31	1513
31	1514
31	1515
31	1516
31	1517
31	1518
31	1519
31	1520
31	1521
31	1522
31	1523
31	1524
31	1525
31	1526
31	1527
31	1528
31	1529
31	1530
32	1533
32	1534
32	1535
32	1536
32	1537
32	1538
32	1539
32	1540
32	1543
32	1556
32	1557
32	1558
32	1559
32	1560
32	1561
32	1562
32	1563
32	1564
32	1565
32	1566
32	1567
32	1568
32	1569
32	1570
32	1571
32	1572
32	1573
32	1574
32	1575
32	1576
32	1577
32	1578
32	1579
32	1580
32	1581
32	1582
32	1583
32	1584
32	1585
32	1586
32	1587
32	1588
32	1589
32	1590
32	1591
32	1592
32	1593
32	1594
32	1595
32	1596
32	1597
32	1598
32	1599
32	1600
32	1601
32	1602
32	1603
32	1604
32	1605
32	1606
32	1607
32	1608
32	1609
32	1610
32	1611
32	1612
32	1613
32	1614
32	1615
32	1616
32	1617
32	1618
32	1619
32	1620
32	1621
32	1622
32	1623
32	1624
32	1625
32	1626
32	1627
32	1628
32	1629
32	1630
32	1631
32	1632
32	1633
32	1634
32	1635
32	1636
32	1637
32	1638
32	1639
32	1640
32	1641
32	1642
32	1643
32	1644
32	1645
32	1646
32	1647
32	1648
32	1649
32	1650
32	1651
32	1652
32	1653
32	1654
32	1655
32	1656
32	1657
32	1658
32	1660
32	1661
32	1662
32	1663
32	1664
32	1665
32	1666
32	1667
32	1668
32	1669
32	1670
32	1671
32	1672
32	1673
32	1674
32	1675
32	1676
32	1677
32	1678
32	1679
32	1680
32	1681
32	1682
32	1683
32	1684
32	1685
32	1686
32	1687
32	1688
32	1689
32	1690
32	1691
32	1692
32	1693
32	1694
32	1695
32	1696
32	1697
32	1698
32	1699
32	1700
32	1701
32	1702
32	1703
32	1704
32	1705
32	1706
32	1707
32	1708
32	1709
32	1710
32	1711
32	1712
32	1713
32	1714
32	1715
32	1716
32	1717
32	1718
32	1719
32	1720
32	1721
32	1722
32	1723
32	1724
32	1725
32	1726
32	1727
32	1728
32	1729
32	1730
32	1731
32	1732
32	1733
32	1734
32	1735
32	1736
32	1737
32	1738
32	1739
32	1740
32	1748
32	1749
32	1750
32	1751
32	1752
32	1753
32	1754
32	1755
32	1756
32	1757
32	1758
32	1759
32	1760
20	1765
20	1766
20	1767
20	1768
20	1769
20	1770
20	1771
20	1772
20	1773
20	1774
20	1775
20	1776
20	1777
20	1778
20	1779
20	1780
12	1782
12	1783
12	1784
12	1785
12	1786
12	1787
12	1788
12	1789
12	1790
12	1791
12	1792
12	1793
12	1794
12	1795
12	1796
12	1797
12	1798
12	1799
12	1800
23	1802
23	1804
23	1805
23	1806
23	1807
23	1808
23	1809
23	1810
23	1811
23	1812
